Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-12-03,12,13,28.044,WAS,@,PHI,L 13-28,False,3,3,1.00,0,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,29,64%,0,0%,0,0%,True,Chris Thompson
2018,2018-12-09,13,14,28.050,WAS,,NYG,L 16-40,False,3,23,7.67,0,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,25,40%,0,0%,0,0%,False,Chris Thompson
2018,2018-12-16,14,15,28.057,WAS,@,JAX,W 16-13,False,5,9,1.80,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,29,43%,0,0%,0,0%,True,Chris Thompson
2018,2018-12-22,15,16,28.063,WAS,@,TEN,L 16-25,False,4,20,5.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,23,37%,0,0%,0,0%,True,Chris Thompson
2018,2018-12-30,16,17,28.071,WAS,,PHI,L 0-24,False,2,10,5.00,0,8,5,14,2.80,0,62.5%,1.75,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,30,67%,0,0%,0,0%,False,Chris Thompson
2019,2019-09-08,1,1,28.323,WAS,@,PHI,L 27-32,False,3,10,3.33,0,10,7,68,9.71,0,70.0%,6.80,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,41,64%,0,0%,0,0%,True,Chris Thompson
2019,2019-09-15,2,2,28.330,WAS,,DAL,L 21-31,False,2,3,1.50,0,8,5,48,9.60,0,62.5%,6.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,27,46%,0,0%,0,0%,False,Chris Thompson
2019,2019-09-23,3,3,28.338,WAS,,CHI,L 15-31,False,7,29,4.14,0,5,4,79,19.75,0,80.0%,15.80,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,40,52%,0,0%,0,0%,False,Chris Thompson
2019,2019-09-29,4,4,28.344,WAS,@,NYG,L 3-24,False,4,4,1.00,0,5,4,56,14.00,0,80.0%,11.20,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,26,53%,0,0%,0,0%,True,Chris Thompson
2019,2019-10-06,5,5,28.351,WAS,,NWE,L 7-33,False,4,21,5.25,0,7,5,17,3.40,0,71.4%,2.43,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,31,55%,0,0%,0,0%,False,Chris Thompson
2019,2019-10-13,6,6,28.358,WAS,@,MIA,W 17-16,False,3,12,4.00,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,13,22%,0,0%,0,0%,True,Chris Thompson
2019,2019-10-20,7,7,,WAS,,SFO,L 0-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Chris Thompson
2019,2019-10-24,8,8,,WAS,@,MIN,L 9-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Chris Thompson
2019,2019-11-03,9,9,,WAS,@,BUF,L 9-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Chris Thompson
2019,2019-11-17,10,11,,WAS,,NYJ,L 17-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Chris Thompson
2019,2019-11-24,11,12,,WAS,,DET,W 19-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Chris Thompson
2019,2019-12-01,12,13,29.042,WAS,@,CAR,W 29-21,False,3,14,4.67,0,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,23,36%,0,0%,0,0%,True,Chris Thompson
2019,2019-12-08,13,14,29.049,WAS,@,GNB,L 15-20,False,0,0,,0,8,7,43,6.14,0,87.5%,5.38,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,24,38%,0,0%,0,0%,True,Chris Thompson
2019,2019-12-15,14,15,29.056,WAS,,PHI,L 27-37,False,0,0,,0,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,18,34%,0,0%,0,0%,False,Chris Thompson
2019,2019-12-22,15,16,29.063,WAS,,NYG,L 35-41,False,8,34,4.25,0,4,4,18,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,37,53%,0,0%,0,0%,False,Chris Thompson
2019,2019-12-29,16,17,29.070,WAS,@,DAL,L 16-47,False,3,11,3.67,0,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,30,48%,0,0%,0,0%,True,Chris Thompson
2020,2020-09-13,1,1,29.329,JAX,,IND,W 27-20,False,0,0,,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,12,24%,0,0%,0,0%,False,Chris Thompson
2020,2020-09-20,2,2,29.336,JAX,@,TEN,L 30-33,False,2,7,3.50,0,4,3,20,6.67,1,75.0%,5.00,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,31,41%,0,0%,0,0%,True,Chris Thompson
2020,2020-09-24,3,3,29.340,JAX,,MIA,L 13-31,False,2,3,1.50,0,6,5,35,7.00,0,83.3%,5.83,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,30,45%,0,0%,0,0%,False,Chris Thompson
2020,2020-10-04,4,4,29.350,JAX,@,CIN,L 25-33,False,,,,,,,,,,0.0%,,,,,,,,,,0,0,0,,,0,0,0,16,24%,0,0%,0,0%,True,Chris Thompson
2020,2020-10-11,5,5,29.357,JAX,@,HOU,L 14-30,False,2,7,3.50,0,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,30,40%,0,0%,0,0%,True,Chris Thompson
2020,2020-10-18,6,6,29.364,JAX,,DET,L 16-34,False,0,0,,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,20,31%,0,0%,0,0%,False,Chris Thompson
2020,2020-10-25,7,7,,JAX,@,LAC,L 29-39,True,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,True,Chris Thompson
2020,2020-11-08,8,9,30.019,JAX,,HOU,L 25-27,False,1,3,3.00,0,4,4,35,8.75,0,100.0%,8.75,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,19,28%,0,0%,0,0%,False,Chris Thompson
2020,2020-11-15,9,10,30.026,JAX,@,GNB,L 20-24,False,,,,,,,,,,0.0%,,,,,,,,,,0,0,0,,,0,0,0,1,2%,0,0%,0,0%,True,Chris Thompson
2020,2020-11-22,10,11,,JAX,,PIT,L 3-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Thompson
2020,2020-11-29,11,12,,JAX,,CLE,L 25-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Thompson
2020,2020-12-06,12,13,,JAX,@,MIN,L 24-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Thompson
2020,2020-12-13,13,14,,JAX,,TEN,L 10-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Thompson
2020,2020-12-20,14,15,,JAX,@,BAL,L 14-40,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Thompson
2020,2020-12-27,15,16,,JAX,,CHI,L 17-41,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Thompson
2020,2021-01-03,16,17,,JAX,@,IND,L 14-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Thompson
2021,2021-09-26,3,3,,SFO,,GNB,L 28-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Chris Thompson
2021,2021-10-03,4,4,,SFO,,SEA,L 21-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Chris Thompson
2021,2021-10-24,7,7,,CHI,@,TAM,L 3-38,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Chris Thompson
2021,2021-10-31,8,8,,CHI,,SFO,L 22-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Chris Thompson
,74 Games,,,,,,,27-46-1,False,257,1214,4.72,5,307,232,1918,8.27,11,75.6%,6.25,37,748,20.22,0,7,36,5.14,0,16,96,9,3,0,5,3,0,,,,,,,False,Chris Thompson
