Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-12-03,12,13,28.059,KAN,@,NYJ,L 31-38,True,8,4,94,23.50,2,50.0%,11.75,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,0,0,0,0,42,91%,0,0%,0,0%,True,Travis Kelce
2017,2017-12-10,13,14,28.066,KAN,,OAK,W 26-15,True,13,7,74,10.57,0,53.8%,5.69,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,69,92%,0,0%,0,0%,False,Travis Kelce
2017,2017-12-16,14,15,28.072,KAN,,LAC,W 30-13,True,7,6,46,7.67,0,85.7%,6.57,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,60,91%,1,2%,0,0%,False,Travis Kelce
2017,2017-12-24,15,16,28.080,KAN,,MIA,W 29-13,True,8,4,47,11.75,1,50.0%,5.88,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,68,86%,0,0%,0,0%,False,Travis Kelce
2017,2017-12-31,16,17,,KAN,@,DEN,W 27-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Travis Kelce
2018,2018-09-09,1,1,28.339,KAN,@,LAC,W 38-28,True,6,1,6,6.00,0,16.7%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,True,Travis Kelce
2018,2018-09-16,2,2,28.346,KAN,@,PIT,W 42-37,True,10,7,109,15.57,2,70.0%,10.90,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,0,0,0,0,57,98%,0,0%,0,0%,True,Travis Kelce
2018,2018-09-23,3,3,28.353,KAN,,SFO,W 38-27,True,10,8,114,14.25,0,80.0%,11.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,71,95%,0,0%,0,0%,False,Travis Kelce
2018,2018-10-01,4,4,28.361,KAN,@,DEN,W 27-23,True,12,7,78,11.14,1,58.3%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,73,94%,0,0%,0,0%,True,Travis Kelce
2018,2018-10-07,5,5,29.002,KAN,,JAX,W 30-14,True,8,5,100,20.00,0,62.5%,12.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,66,94%,0,0%,0,0%,False,Travis Kelce
2018,2018-10-14,6,6,29.009,KAN,@,NWE,L 40-43,True,9,5,61,12.20,0,55.6%,6.78,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,51,94%,0,0%,0,0%,True,Travis Kelce
2018,2018-10-21,7,7,29.016,KAN,,CIN,W 45-10,True,5,5,95,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,60,86%,0,0%,0,0%,False,Travis Kelce
2018,2018-10-28,8,8,29.023,KAN,,DEN,W 30-23,True,10,6,79,13.17,1,60.0%,7.90,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,55,95%,0,0%,0,0%,False,Travis Kelce
2018,2018-11-04,9,9,29.030,KAN,@,CLE,W 37-21,True,9,7,99,14.14,2,77.8%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,0,0,0,0,60,95%,0,0%,0,0%,True,Travis Kelce
2018,2018-11-11,10,10,29.037,KAN,,ARI,W 26-14,True,7,6,46,7.67,0,85.7%,6.57,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,58,98%,0,0%,0,0%,False,Travis Kelce
2018,2018-11-19,11,11,29.045,KAN,@,LAR,L 51-54,True,15,10,127,12.70,1,66.7%,8.47,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,True,Travis Kelce
2018,2018-12-02,12,13,29.058,KAN,@,OAK,W 40-33,True,13,12,168,14.00,2,92.3%,12.92,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,1,1,0,0,0,0,69,97%,0,0%,0,0%,True,Travis Kelce
2018,2018-12-09,13,14,29.065,KAN,,BAL,W 27-24,True,9,7,77,11.00,1,77.8%,8.56,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,85,99%,0,0%,0,0%,False,Travis Kelce
2018,2018-12-13,14,15,29.069,KAN,,LAC,L 28-29,True,9,7,61,8.71,0,77.8%,6.78,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,False,Travis Kelce
2018,2018-12-23,15,16,29.079,KAN,@,SEA,L 31-38,True,9,5,54,10.80,0,55.6%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,60,98%,0,0%,0,0%,True,Travis Kelce
2018,2018-12-30,16,17,29.086,KAN,,OAK,W 35-3,True,9,5,62,12.40,0,55.6%,6.89,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,40,74%,0,0%,0,0%,False,Travis Kelce
2019,2019-09-08,1,1,29.338,KAN,@,JAX,W 40-26,True,8,3,88,29.33,0,37.5%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,50,74%,0,0%,0,0%,True,Travis Kelce
2019,2019-09-15,2,2,29.345,KAN,@,OAK,W 28-10,True,9,7,107,15.29,1,77.8%,11.89,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,64,85%,0,0%,0,0%,True,Travis Kelce
2019,2019-09-22,3,3,29.352,KAN,,BAL,W 33-28,True,8,7,89,12.71,0,87.5%,11.13,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,63,93%,0,0%,0,0%,False,Travis Kelce
2019,2019-09-29,4,4,29.359,KAN,@,DET,W 34-30,True,8,7,85,12.14,0,87.5%,10.63,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,66,97%,1,1%,0,0%,True,Travis Kelce
2019,2019-10-06,5,5,30.001,KAN,,IND,L 13-19,True,10,4,70,17.50,0,40.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,56,92%,0,0%,0,0%,False,Travis Kelce
2019,2019-10-13,6,6,30.008,KAN,,HOU,L 24-31,True,6,4,58,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,53,96%,0,0%,0,0%,False,Travis Kelce
2019,2019-10-17,7,7,30.012,KAN,@,DEN,W 30-6,True,8,6,44,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,55,90%,0,0%,0,0%,True,Travis Kelce
2019,2019-10-27,8,8,30.022,KAN,,GNB,L 24-31,True,8,4,63,15.75,1,50.0%,7.88,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,False,Travis Kelce
2019,2019-11-03,9,9,30.029,KAN,,MIN,W 26-23,True,9,7,62,8.86,0,77.8%,6.89,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,57,97%,0,0%,0,0%,False,Travis Kelce
2019,2019-11-10,10,10,30.036,KAN,@,TEN,L 32-35,True,7,7,75,10.71,1,100.0%,10.71,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,78,95%,0,0%,0,0%,True,Travis Kelce
2019,2019-11-18,11,11,30.044,KAN,@,LAC,W 24-17,True,10,7,92,13.14,1,70.0%,9.20,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,64,96%,0,0%,0,0%,True,Travis Kelce
2019,2019-12-01,12,13,30.057,KAN,,OAK,W 40-9,True,9,5,90,18.00,0,55.6%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,59,91%,0,0%,0,0%,False,Travis Kelce
2019,2019-12-08,13,14,30.064,KAN,@,NWE,W 23-16,True,9,7,66,9.43,0,77.8%,7.33,1,4,4.00,1,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,1,1,0,0,0,0,76,99%,0,0%,0,0%,True,Travis Kelce
2019,2019-12-15,14,15,30.071,KAN,,DEN,W 23-3,True,13,11,142,12.91,0,84.6%,10.92,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,62,91%,0,0%,0,0%,False,Travis Kelce
2019,2019-12-22,15,16,30.078,KAN,@,CHI,W 26-3,True,9,8,74,9.25,1,88.9%,8.22,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,61,88%,0,0%,0,0%,True,Travis Kelce
2019,2019-12-29,16,17,30.085,KAN,,LAC,W 31-21,True,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,48,88%,0,0%,0,0%,False,Travis Kelce
2020,2020-09-10,1,1,30.341,KAN,,HOU,W 34-20,True,6,6,50,8.33,1,100.0%,8.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,61,88%,0,0%,0,0%,False,Travis Kelce
2020,2020-09-20,2,2,30.351,KAN,@,LAC,W 23-20,True,14,9,90,10.00,1,64.3%,6.43,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,74,96%,1,1%,0,0%,True,Travis Kelce
2020,2020-09-28,3,3,30.359,KAN,@,BAL,W 34-20,True,7,6,87,14.50,0,85.7%,12.43,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,61,81%,0,0%,0,0%,True,Travis Kelce
2020,2020-10-05,4,4,31.000,KAN,,NWE,W 26-10,True,7,3,70,23.33,0,42.9%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,43,77%,0,0%,0,0%,False,Travis Kelce
2020,2020-10-11,5,5,31.006,KAN,,LVR,L 32-40,True,12,8,108,13.50,1,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,64,89%,0,0%,0,0%,False,Travis Kelce
2020,2020-10-19,6,6,31.014,KAN,@,BUF,W 26-17,True,7,5,65,13.00,2,71.4%,9.29,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,1,1,0,0,0,0,65,89%,0,0%,0,0%,True,Travis Kelce
2020,2020-10-25,7,7,31.020,KAN,@,DEN,W 43-16,True,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,40,78%,0,0%,0,0%,True,Travis Kelce
2020,2020-11-01,8,8,31.027,KAN,,NYJ,W 35-9,True,12,8,109,13.63,1,66.7%,9.08,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,50,76%,0,0%,0,0%,False,Travis Kelce
2020,2020-11-08,9,9,31.034,KAN,,CAR,W 33-31,True,12,10,159,15.90,0,83.3%,13.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,57,92%,0,0%,0,0%,False,Travis Kelce
2020,2020-11-22,10,11,31.048,KAN,@,LVR,W 35-31,True,10,8,127,15.88,1,80.0%,12.70,0,0,,0,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,,1,6,0,0,0,0,0,0,0,0,0,0,69,88%,0,0%,0,0%,True,Travis Kelce
2020,2020-11-29,11,12,31.055,KAN,@,TAM,W 27-24,True,8,8,82,10.25,0,100.0%,10.25,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,0,68,86%,0,0%,0,0%,True,Travis Kelce
2020,2020-12-06,12,13,31.062,KAN,,DEN,W 22-16,True,12,8,136,17.00,1,66.7%,11.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,57,89%,0,0%,0,0%,False,Travis Kelce
2020,2020-12-13,13,14,31.069,KAN,@,MIA,W 33-27,True,10,8,136,17.00,1,80.0%,13.60,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,56,90%,0,0%,0,0%,True,Travis Kelce
2020,2020-12-20,14,15,31.076,KAN,@,NOR,W 32-29,True,12,8,68,8.50,1,66.7%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,8,0,0,0,0,0,0,0,0,0,0,78,80%,0,0%,0,0%,True,Travis Kelce
2020,2020-12-27,15,16,31.083,KAN,,ATL,W 17-14,True,13,7,98,14.00,1,53.8%,7.54,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,56,84%,0,0%,0,0%,False,Travis Kelce
2020,2021-01-03,16,17,,KAN,,LAC,L 21-38,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Travis Kelce
2021,2021-09-12,1,1,31.342,KAN,,CLE,W 33-29,True,7,6,76,12.67,2,85.7%,10.86,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,0,0,0,0,55,85%,0,0%,0,0%,False,Travis Kelce
2021,2021-09-19,2,2,31.349,KAN,@,BAL,L 35-36,True,8,7,109,15.57,1,87.5%,13.63,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,44,86%,0,0%,0,0%,True,Travis Kelce
2021,2021-09-26,3,3,31.356,KAN,,LAC,L 24-30,True,11,7,104,14.86,0,63.6%,9.45,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,69,87%,0,0%,0,0%,False,Travis Kelce
2021,2021-10-03,4,4,31.363,KAN,@,PHI,W 42-30,True,6,4,23,5.75,0,66.7%,3.83,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,59,88%,0,0%,0,0%,True,Travis Kelce
2021,2021-10-10,5,5,32.005,KAN,,BUF,L 20-38,True,10,6,57,9.50,1,60.0%,5.70,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,75,87%,0,0%,0,0%,False,Travis Kelce
2021,2021-10-17,6,6,32.012,KAN,@,WAS,W 31-13,True,11,8,99,12.38,0,72.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,67,82%,0,0%,0,0%,True,Travis Kelce
2021,2021-10-24,7,7,32.019,KAN,@,TEN,L 3-27,True,12,7,65,9.29,0,58.3%,5.42,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,53,74%,0,0%,0,0%,True,Travis Kelce
2021,2021-11-01,8,8,32.027,KAN,,NYG,W 20-17,True,6,4,27,6.75,0,66.7%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,1,1,0,0,0,0,74,91%,0,0%,0,0%,False,Travis Kelce
2021,2021-11-07,9,9,32.033,KAN,,GNB,W 13-7,True,8,5,68,13.60,1,62.5%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,56,86%,0,0%,0,0%,False,Travis Kelce
2021,2021-11-14,10,10,32.040,KAN,@,LVR,W 41-14,True,10,8,119,14.88,0,80.0%,11.90,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,58,76%,0,0%,0,0%,True,Travis Kelce
2021,2021-11-21,11,11,32.047,KAN,,DAL,W 19-9,True,8,5,74,14.80,0,62.5%,9.25,1,4,4.00,1,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,59,87%,0,0%,0,0%,False,Travis Kelce
2021,2021-12-05,12,13,32.061,KAN,,DEN,W 22-9,True,8,3,27,9.00,0,37.5%,3.38,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,44,77%,0,0%,0,0%,False,Travis Kelce
2021,2021-12-12,13,14,32.068,KAN,,LVR,W 48-9,True,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,49,74%,0,0%,0,0%,False,Travis Kelce
2021,2021-12-16,14,15,32.072,KAN,@,LAC,W 34-28,True,13,10,191,19.10,2,76.9%,14.69,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,0,0,0,0,56,78%,0,0%,0,0%,True,Travis Kelce
2021,2021-12-26,15,16,,KAN,,PIT,W 36-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Travis Kelce
2021,2022-01-02,16,17,32.089,KAN,@,CIN,L 31-34,True,7,5,25,5.00,1,71.4%,3.57,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,48,79%,0,0%,0,0%,True,Travis Kelce
2021,2022-01-08,17,18,32.095,KAN,@,DEN,W 28-24,True,5,4,34,8.50,1,80.0%,6.80,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,60,77%,0,0%,0,0%,True,Travis Kelce
,127 Games,,,,,,,91-36-0,False,994,704,9006,12.79,57,70.8%,9.06,6,9,1.50,2,1,3,33.33,4,0,1,2.8,0,0,1.33,-13.67,4,60,368,0,0,0,1,11,9,0,1,0,1,,,,,,,False,Travis Kelce
