Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2013.0,2013-11-17,10.0,11.0,28.241,MIN,SEA,L 20-41,True,21,65,3.10,0,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,1,0,0,44,59%,0,0%,0,0%,True,Adrian Peterson,False,20,41
2013.0,2013-11-24,11.0,12.0,28.248,MIN,GNB,T 26-26,True,32,146,4.56,1,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,1,6,1,1,0,0,0,0,65,81%,0,0%,0,0%,True,Adrian Peterson,False,26,26
2013.0,2013-12-01,12.0,13.0,28.255,MIN,CHI,W 23-20,True,35,211,6.03,0,4,2,0,0.00,0,50.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,79,91%,0,0%,0,0%,False,Adrian Peterson,True,23,20
2013.0,2013-12-08,13.0,14.0,28.262,MIN,BAL,L 26-29,True,7,13,1.86,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,1,0,0,0,0,0,16,24%,0,0%,0,0%,True,Adrian Peterson,False,26,29
2013.0,2013-12-15,14.0,15.0,,MIN,PHI,W 48-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adrian Peterson,True,48,30
2013.0,2013-12-22,15.0,16.0,28.276,MIN,CIN,L 14-42,True,11,45,4.09,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0,0,0,0,0,0,26,53%,0,0%,0,0%,True,Adrian Peterson,False,14,42
2013.0,2013-12-29,16.0,17.0,,MIN,DET,W 14-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adrian Peterson,True,14,13
2014.0,2014-09-07,1.0,1.0,29.17,MIN,STL,W 34-6,True,21,75,3.57,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,,0,0,0,0,0,0,0,0,43,73%,0,0%,0,0%,True,Adrian Peterson,True,34,6
2014.0,2014-09-14,2.0,2.0,,MIN,NWE,L 7-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adrian Peterson,False,7,30
2014.0,2014-09-21,3.0,3.0,,MIN,NOR,L 9-20,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Adrian Peterson,False,9,20
2014.0,2014-09-28,4.0,4.0,,MIN,ATL,W 41-28,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Adrian Peterson,True,41,28
2014.0,2014-10-02,5.0,5.0,,MIN,GNB,L 10-42,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Adrian Peterson,False,10,42
2014.0,2014-10-12,6.0,6.0,,MIN,DET,L 3-17,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Adrian Peterson,False,3,17
2014.0,2014-10-19,7.0,7.0,,MIN,BUF,L 16-17,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Adrian Peterson,False,16,17
2014.0,2014-10-26,8.0,8.0,,MIN,TAM,W 19-13,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Adrian Peterson,True,19,13
2014.0,2014-11-02,9.0,9.0,,MIN,WAS,W 29-26,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Adrian Peterson,True,29,26
2014.0,2014-11-16,10.0,11.0,,MIN,CHI,L 13-21,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Adrian Peterson,False,13,21
2014.0,2014-11-23,11.0,12.0,,MIN,GNB,L 21-24,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Adrian Peterson,False,21,24
2014.0,2014-11-30,12.0,13.0,,MIN,CAR,W 31-13,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Adrian Peterson,True,31,13
2014.0,2014-12-07,13.0,14.0,,MIN,NYJ,W 30-24,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Adrian Peterson,True,30,24
2014.0,2014-12-14,14.0,15.0,,MIN,DET,L 14-16,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Adrian Peterson,False,14,16
2014.0,2014-12-21,15.0,16.0,,MIN,MIA,L 35-37,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Adrian Peterson,False,35,37
2014.0,2014-12-28,16.0,17.0,,MIN,CHI,W 13-9,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Adrian Peterson,True,13,9
2015.0,2015-09-14,1.0,1.0,30.177,MIN,SFO,L 3-20,True,10,31,3.10,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,,0,0,0,0,0,0,0,0,35,65%,0,0%,0,0%,True,Adrian Peterson,False,3,20
2015.0,2015-09-20,2.0,2.0,30.183,MIN,DET,W 26-16,True,29,134,4.62,0,2,2,58,29.00,0,100.0%,29.00,0,0,,0,,0,0,2,1,0,1,0,0,52,80%,0,0%,0,0%,False,Adrian Peterson,True,26,16
2015.0,2015-09-27,3.0,3.0,30.19,MIN,SDG,W 31-14,True,20,126,6.30,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,0,0,0,0,0,0,32,57%,0,0%,0,0%,False,Adrian Peterson,True,31,14
2015.0,2015-10-04,4.0,4.0,30.197,MIN,DEN,L 20-23,True,16,81,5.06,1,6,4,13,3.25,0,66.7%,2.17,0,0,,0,,1,6,0,0,0,0,0,0,56,77%,0,0%,0,0%,True,Adrian Peterson,False,20,23
2015.0,2015-10-18,5.0,6.0,30.211,MIN,KAN,W 16-10,True,26,60,2.31,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,,0,0,1,0,0,0,0,0,46,66%,0,0%,0,0%,False,Adrian Peterson,True,16,10
2015.0,2015-10-25,6.0,7.0,30.218,MIN,DET,W 28-19,True,19,98,5.16,0,3,3,12,4.00,0,100.0%,4.00,0,0,,0,,0,0,0,0,0,0,0,0,44,59%,0,0%,0,0%,True,Adrian Peterson,True,28,19
2015.0,2015-11-01,7.0,8.0,30.225,MIN,CHI,W 23-20,True,20,103,5.15,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,,0,0,0,0,0,0,0,0,38,66%,0,0%,0,0%,True,Adrian Peterson,True,23,20
2015.0,2015-11-08,8.0,9.0,30.232,MIN,STL,W 21-18,True,29,125,4.31,1,2,2,18,9.00,0,100.0%,9.00,0,0,,0,,1,6,2,0,0,1,0,0,54,75%,0,0%,0,0%,False,Adrian Peterson,True,21,18
2015.0,2015-11-15,9.0,10.0,30.239,MIN,OAK,W 30-14,True,26,203,7.81,1,3,2,13,6.50,0,66.7%,4.33,0,0,,0,,1,6,0,0,0,0,0,0,45,73%,0,0%,0,0%,True,Adrian Peterson,True,30,14
2015.0,2015-11-22,10.0,11.0,30.246,MIN,GNB,L 13-30,True,13,45,3.46,1,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,1,6,1,1,0,0,0,0,39,61%,0,0%,0,0%,False,Adrian Peterson,False,13,30
2015.0,2015-11-29,11.0,12.0,30.253,MIN,ATL,W 20-10,True,29,158,5.45,2,4,2,29,14.50,0,50.0%,7.25,0,0,,0,,2,12,0,0,0,0,0,0,45,64%,0,0%,0,0%,True,Adrian Peterson,True,20,10
2015.0,2015-12-06,12.0,13.0,30.26,MIN,SEA,L 7-38,True,8,18,2.25,0,4,4,6,1.50,0,100.0%,1.50,0,0,,0,,0,0,0,0,0,0,0,0,20,38%,0,0%,0,0%,False,Adrian Peterson,False,7,38
2015.0,2015-12-10,13.0,14.0,30.264,MIN,ARI,L 20-23,True,23,69,3.00,1,1,1,17,17.00,0,100.0%,17.00,0,0,,0,,1,6,1,1,0,0,0,0,56,82%,0,0%,0,0%,True,Adrian Peterson,False,20,23
2015.0,2015-12-20,14.0,15.0,30.274,MIN,CHI,W 38-17,True,18,63,3.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,30,48%,0,0%,0,0%,False,Adrian Peterson,True,38,17
2015.0,2015-12-27,15.0,16.0,30.281,MIN,NYG,W 49-17,True,22,104,4.73,1,2,1,15,15.00,0,50.0%,7.50,0,0,,0,,1,6,0,0,0,0,0,0,41,58%,0,0%,0,0%,False,Adrian Peterson,True,49,17
2015.0,2016-01-03,16.0,17.0,30.288,MIN,GNB,W 20-13,True,19,67,3.53,1,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,1,6,0,0,0,1,0,0,31,65%,0,0%,0,0%,True,Adrian Peterson,True,20,13
2016.0,2016-09-11,1.0,1.0,31.174,MIN,TEN,W 25-16,True,19,31,1.63,0,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,38,60%,0,0%,0,0%,True,Adrian Peterson,True,25,16
2016.0,2016-09-18,2.0,2.0,31.181,MIN,GNB,W 17-14,True,12,19,1.58,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,,0,0,0,0,0,0,0,0,34,59%,0,0%,0,0%,False,Adrian Peterson,True,17,14
2016.0,2016-09-25,3.0,3.0,,MIN,CAR,W 22-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Adrian Peterson,True,22,10
2016.0,2016-10-03,4.0,4.0,,MIN,NYG,W 24-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Adrian Peterson,True,24,10
2016.0,2016-10-09,5.0,5.0,,MIN,HOU,W 31-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Adrian Peterson,True,31,13
2016.0,2016-10-23,6.0,7.0,,MIN,PHI,L 10-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Adrian Peterson,False,10,21
2016.0,2016-10-31,7.0,8.0,,MIN,CHI,L 10-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Adrian Peterson,False,10,20
2016.0,2016-11-06,8.0,9.0,,MIN,DET,L 16-22,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Adrian Peterson,False,16,22
2016.0,2016-11-13,9.0,10.0,,MIN,WAS,L 20-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Adrian Peterson,False,20,26
2016.0,2016-11-20,10.0,11.0,,MIN,ARI,W 30-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Adrian Peterson,True,30,24
2016.0,2016-11-24,11.0,12.0,,MIN,DET,L 13-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Adrian Peterson,False,13,16
2016.0,2016-12-01,12.0,13.0,,MIN,DAL,L 15-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Adrian Peterson,False,15,17
2016.0,2016-12-11,13.0,14.0,,MIN,JAX,W 25-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Adrian Peterson,True,25,16
2016.0,2016-12-18,14.0,15.0,31.272,MIN,IND,L 6-34,True,6,22,3.67,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,0,0,1,1,0,0,0,0,12,21%,0,0%,0,0%,False,Adrian Peterson,False,6,34
2016.0,2016-12-24,15.0,16.0,,MIN,GNB,L 25-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Adrian Peterson,False,25,38
2016.0,2017-01-01,16.0,17.0,,MIN,CHI,W 38-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adrian Peterson,True,38,10
2017.0,2017-09-11,1.0,1.0,32.174,NOR,MIN,L 19-29,True,6,18,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,9,15%,0,0%,0,0%,True,Adrian Peterson,False,19,29
2017.0,2017-09-17,2.0,2.0,32.18,NOR,NWE,L 20-36,False,8,26,3.25,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,15,23%,0,0%,0,0%,False,Adrian Peterson,False,20,36
2017.0,2017-09-24,3.0,3.0,32.187,NOR,CAR,W 34-13,False,9,33,3.67,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,,0,0,0,0,0,0,0,0,14,24%,0,0%,0,0%,True,Adrian Peterson,True,34,13
2017.0,2017-10-01,4.0,4.0,32.194,NOR,MIA,W 20-0,False,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,6,8%,0,0%,0,0%,True,Adrian Peterson,True,20,0
2017.0,2017-10-15,6.0,6.0,32.208,ARI,TAM,W 38-33,True,26,134,5.15,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,1,0,0,0,0,0,48,74%,0,0%,0,0%,False,Adrian Peterson,True,38,33
2017.0,2017-10-22,7.0,7.0,32.215,ARI,LAR,L 0-33,True,11,21,1.91,0,4,1,12,12.00,0,25.0%,3.00,0,0,,0,,0,0,0,0,0,0,0,0,27,54%,0,0%,0,0%,True,Adrian Peterson,False,0,33
2017.0,2017-11-05,8.0,9.0,32.229,ARI,SFO,W 20-10,True,37,159,4.30,0,4,2,8,4.00,0,50.0%,2.00,0,0,,0,,0,0,1,1,0,0,0,0,59,77%,0,0%,0,0%,True,Adrian Peterson,True,20,10
2017.0,2017-11-09,9.0,10.0,32.233,ARI,SEA,L 16-22,True,21,29,1.38,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,1,1,0,0,0,0,36,45%,0,0%,0,0%,False,Adrian Peterson,False,16,22
2017.0,2017-11-19,10.0,11.0,32.243,ARI,HOU,L 21-31,True,14,26,1.86,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0,0,0,0,0,0,37,64%,0,0%,0,0%,True,Adrian Peterson,False,21,31
2017.0,2017-11-26,11.0,12.0,32.25,ARI,JAX,W 27-24,True,20,79,3.95,0,5,4,20,5.00,0,80.0%,4.00,0,0,,0,,0,0,0,0,0,1,0,0,50,68%,0,0%,0,0%,False,Adrian Peterson,True,27,24
2017.0,2017-12-03,12.0,13.0,,ARI,LAR,L 16-32,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adrian Peterson,False,16,32
2017.0,2017-12-10,13.0,14.0,,ARI,TEN,W 12-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adrian Peterson,True,12,7
2017.0,2017-12-17,14.0,15.0,,ARI,WAS,L 15-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Adrian Peterson,False,15,20
2017.0,2017-12-24,15.0,16.0,,ARI,NYG,W 23-0,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Adrian Peterson,True,23,0
2017.0,2017-12-31,16.0,17.0,,ARI,SEA,W 26-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Adrian Peterson,True,26,24
2018.0,2018-09-09,1.0,1.0,33.172,WAS,ARI,W 24-6,True,26,96,3.69,1,3,2,70,35.00,0,66.7%,23.33,0,0,,0,,1,6,1,1,0,0,0,0,42,53%,0,0%,0,0%,True,Adrian Peterson,True,24,6
2018.0,2018-09-16,2.0,2.0,33.179,WAS,IND,L 9-21,True,11,20,1.82,0,3,3,30,10.00,0,100.0%,10.00,0,0,,0,,0,0,0,0,0,0,0,0,25,34%,0,0%,0,0%,False,Adrian Peterson,False,9,21
2018.0,2018-09-23,3.0,3.0,33.186,WAS,GNB,W 31-17,True,19,120,6.32,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,0,0,0,0,0,0,32,52%,0,0%,0,0%,False,Adrian Peterson,True,31,17
2018.0,2018-10-08,4.0,5.0,33.201,WAS,NOR,L 19-43,True,4,6,1.50,0,3,2,36,18.00,0,66.7%,12.00,0,0,,0,,0,0,0,0,0,0,0,0,13,21%,0,0%,0,0%,True,Adrian Peterson,False,19,43
2018.0,2018-10-14,5.0,6.0,33.207,WAS,CAR,W 23-17,True,17,97,5.71,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,37,53%,0,0%,0,0%,False,Adrian Peterson,True,23,17
2018.0,2018-10-21,6.0,7.0,33.214,WAS,DAL,W 20-17,True,24,99,4.13,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,,0,0,0,0,0,0,0,0,34,57%,0,0%,0,0%,False,Adrian Peterson,True,20,17
2018.0,2018-10-28,7.0,8.0,33.221,WAS,NYG,W 20-13,True,26,149,5.73,1,1,1,7,7.00,1,100.0%,7.00,0,0,,0,,2,12,1,1,0,0,0,0,41,60%,0,0%,0,0%,True,Adrian Peterson,True,20,13
2018.0,2018-11-04,8.0,9.0,33.228,WAS,ATL,L 14-38,True,9,17,1.89,0,3,3,16,5.33,0,100.0%,5.33,0,0,,0,,0,0,0,0,0,0,0,0,32,46%,0,0%,0,0%,False,Adrian Peterson,False,14,38
2018.0,2018-11-11,9.0,10.0,33.235,WAS,TAM,W 16-3,True,19,68,3.58,0,2,2,1,0.50,0,100.0%,0.50,0,0,,0,,0,0,0,0,0,0,0,0,34,59%,0,0%,0,0%,True,Adrian Peterson,True,16,3
2018.0,2018-11-18,10.0,11.0,33.242,WAS,HOU,L 21-23,True,16,51,3.19,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,1,0,0,0,0,0,42,56%,0,0%,0,0%,False,Adrian Peterson,False,21,23
2018.0,2018-11-22,11.0,12.0,33.246,WAS,DAL,L 23-31,True,12,35,2.92,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,,0,0,0,0,0,0,0,0,27,43%,0,0%,0,0%,True,Adrian Peterson,False,23,31
2018.0,2018-12-03,12.0,13.0,33.257,WAS,PHI,L 13-28,True,9,98,10.89,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0,0,0,0,0,0,16,36%,0,0%,0,0%,True,Adrian Peterson,False,13,28
2018.0,2018-12-09,13.0,14.0,33.263,WAS,NYG,L 16-40,True,10,16,1.60,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0,0,0,0,0,0,19,31%,0,0%,0,0%,False,Adrian Peterson,False,16,40
2018.0,2018-12-16,14.0,15.0,33.27,WAS,JAX,W 16-13,True,19,51,2.68,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,,0,0,0,0,0,0,0,0,37,54%,0,0%,0,0%,True,Adrian Peterson,True,16,13
