Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2016.0,2016-10-02,4.0,4.0,,SDG,NOR,L 34-35,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Keenan Allen,False,34,35
2016.0,2016-10-09,5.0,5.0,,SDG,OAK,L 31-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Keenan Allen,False,31,34
2016.0,2016-10-13,6.0,6.0,,SDG,DEN,W 21-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Keenan Allen,True,21,13
2016.0,2016-10-23,7.0,7.0,,SDG,ATL,W 33-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Keenan Allen,True,33,30
2016.0,2016-10-30,8.0,8.0,,SDG,DEN,L 19-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Keenan Allen,False,19,27
2016.0,2016-11-06,9.0,9.0,,SDG,TEN,W 43-35,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Keenan Allen,True,43,35
2016.0,2016-11-13,10.0,10.0,,SDG,MIA,L 24-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Keenan Allen,False,24,31
2016.0,2016-11-27,11.0,12.0,,SDG,HOU,W 21-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Keenan Allen,True,21,13
2016.0,2016-12-04,12.0,13.0,,SDG,TAM,L 21-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Keenan Allen,False,21,28
2016.0,2016-12-11,13.0,14.0,,SDG,CAR,L 16-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Keenan Allen,False,16,28
2016.0,2016-12-18,14.0,15.0,,SDG,OAK,L 16-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Keenan Allen,False,16,19
2016.0,2016-12-24,15.0,16.0,,SDG,CLE,L 17-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Keenan Allen,False,17,20
2016.0,2017-01-01,16.0,17.0,,SDG,KAN,L 27-37,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Keenan Allen,False,27,37
2017.0,2017-09-11,1.0,1.0,25.137,LAC,DEN,L 21-24,True,10,5,35,7.00,1,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,90%,0,0%,0,0%,True,Keenan Allen,False,21,24
2017.0,2017-09-17,2.0,2.0,25.143,LAC,MIA,L 17-19,True,10,9,100,11.11,0,90.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,49,84%,1,1%,0,0%,False,Keenan Allen,False,17,19
2017.0,2017-09-24,3.0,3.0,25.15,LAC,KAN,L 10-24,True,9,5,61,12.20,0,55.6%,6.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,61,84%,0,0%,0,0%,False,Keenan Allen,False,10,24
2017.0,2017-10-01,4.0,4.0,25.157,LAC,PHI,L 24-26,True,11,5,138,27.60,0,45.5%,12.55,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,49,86%,0,0%,0,0%,False,Keenan Allen,False,24,26
2017.0,2017-10-08,5.0,5.0,25.164,LAC,NYG,W 27-22,True,12,4,67,16.75,0,33.3%,5.58,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,71,91%,0,0%,0,0%,True,Keenan Allen,True,27,22
2017.0,2017-10-15,6.0,6.0,25.171,LAC,OAK,W 17-16,True,9,5,45,9.00,0,55.6%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,55,85%,0,0%,0,0%,True,Keenan Allen,True,17,16
2017.0,2017-10-22,7.0,7.0,25.178,LAC,DEN,W 21-0,True,7,3,41,13.67,0,42.9%,5.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,47,81%,0,0%,0,0%,False,Keenan Allen,True,21,0
2017.0,2017-10-29,8.0,8.0,25.185,LAC,NWE,L 13-21,True,5,4,61,15.25,0,80.0%,12.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,52,93%,0,0%,0,0%,True,Keenan Allen,False,13,21
2017.0,2017-11-12,9.0,10.0,25.199,LAC,JAX,L 17-20,True,7,4,48,12.00,0,57.1%,6.86,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,59,86%,0,0%,0,0%,True,Keenan Allen,False,17,20
2017.0,2017-11-19,10.0,11.0,25.206,LAC,BUF,W 54-24,True,13,12,159,13.25,2,92.3%,12.23,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,53,72%,0,0%,2,6%,False,Keenan Allen,True,54,24
2017.0,2017-11-23,11.0,12.0,25.21,LAC,DAL,W 28-6,True,14,11,172,15.64,1,78.6%,12.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,59,87%,0,0%,0,0%,True,Keenan Allen,True,28,6
2017.0,2017-12-03,12.0,13.0,25.22,LAC,CLE,W 19-10,True,14,10,105,10.50,1,71.4%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,64,91%,0,0%,0,0%,False,Keenan Allen,True,19,10
2017.0,2017-12-10,13.0,14.0,25.227,LAC,WAS,W 30-13,False,8,6,111,18.50,0,75.0%,13.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,49,68%,0,0%,1,3%,False,Keenan Allen,True,30,13
2017.0,2017-12-16,14.0,15.0,25.233,LAC,KAN,L 13-30,True,8,5,54,10.80,0,62.5%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,47,73%,0,0%,0,0%,True,Keenan Allen,False,13,30
2017.0,2017-12-24,15.0,16.0,25.241,LAC,NYJ,W 14-7,True,10,5,63,12.60,0,50.0%,6.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,32,0,1,0,0,0,0,0,0,66,90%,1,2%,0,0%,True,Keenan Allen,True,14,7
2017.0,2017-12-31,16.0,17.0,25.248,LAC,OAK,W 30-10,True,12,9,133,14.78,1,75.0%,11.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,63,90%,0,0%,0,0%,False,Keenan Allen,True,30,10
2018.0,2018-09-09,1.0,1.0,26.135,LAC,KAN,L 28-38,True,11,8,108,13.50,1,72.7%,9.82,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,72,88%,0,0%,0,0%,False,Keenan Allen,False,28,38
2018.0,2018-09-16,2.0,2.0,26.142,LAC,BUF,W 31-20,True,8,6,67,11.17,0,75.0%,8.38,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,50,89%,0,0%,1,3%,True,Keenan Allen,True,31,20
2018.0,2018-09-23,3.0,3.0,26.149,LAC,LAR,L 23-35,True,7,3,44,14.67,0,42.9%,6.29,0,0,,0,0,0,,0,0,0,,1,7,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,77%,0,0%,0,0%,True,Keenan Allen,False,23,35
2018.0,2018-09-30,4.0,4.0,26.156,LAC,SFO,W 29-27,True,10,7,63,9.00,0,70.0%,6.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,57,84%,0,0%,0,0%,False,Keenan Allen,True,29,27
2018.0,2018-10-07,5.0,5.0,26.163,LAC,OAK,W 26-10,True,9,8,90,11.25,0,88.9%,10.00,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,49,77%,0,0%,1,4%,False,Keenan Allen,True,26,10
2018.0,2018-10-14,6.0,6.0,26.17,LAC,CLE,W 38-14,True,6,4,62,15.50,0,66.7%,10.33,4,41,10.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,-19,0,39,65%,0,0%,4,14%,True,Keenan Allen,True,38,14
2018.0,2018-10-21,7.0,7.0,26.177,LAC,TEN,W 20-19,True,5,5,72,14.40,0,100.0%,14.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,40,91%,0,0%,1,4%,False,Keenan Allen,True,20,19
2018.0,2018-11-04,8.0,9.0,26.191,LAC,SEA,W 25-17,True,10,6,124,20.67,0,60.0%,12.40,2,28,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,43,84%,0,0%,1,4%,True,Keenan Allen,True,25,17
2018.0,2018-11-11,9.0,10.0,26.198,LAC,OAK,W 20-6,True,9,6,57,9.50,1,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,89%,0,0%,0,0%,True,Keenan Allen,True,20,6
2018.0,2018-11-18,10.0,11.0,26.205,LAC,DEN,L 22-23,True,12,9,89,9.89,1,75.0%,7.42,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,69,90%,0,0%,0,0%,False,Keenan Allen,False,22,23
2018.0,2018-11-25,11.0,12.0,26.212,LAC,ARI,W 45-10,False,7,7,72,10.29,1,100.0%,10.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,52,75%,0,0%,0,0%,False,Keenan Allen,True,45,10
2018.0,2018-12-02,12.0,13.0,26.219,LAC,PIT,W 33-30,True,19,14,148,10.57,1,73.7%,7.79,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,1,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,58,92%,0,0%,0,0%,True,Keenan Allen,True,33,30
2018.0,2018-12-09,13.0,14.0,26.226,LAC,CIN,W 26-21,True,8,5,78,15.60,1,62.5%,9.75,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,54,95%,0,0%,1,3%,False,Keenan Allen,True,26,21
2018.0,2018-12-13,14.0,15.0,26.23,LAC,KAN,W 29-28,True,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,17,23%,0,0%,0,0%,True,Keenan Allen,True,29,28
2018.0,2018-12-22,15.0,16.0,26.239,LAC,BAL,L 10-22,False,8,5,58,11.60,0,62.5%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,59,94%,0,0%,0,0%,False,Keenan Allen,False,10,22
2018.0,2018-12-30,16.0,17.0,26.247,LAC,DEN,W 23-9,True,7,4,64,16.00,0,57.1%,9.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,76%,0,0%,0,0%,True,Keenan Allen,True,23,9
2019.0,2019-09-08,1.0,1.0,27.134,LAC,IND,W 30-24,True,10,8,123,15.38,1,80.0%,12.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,83%,0,0%,0,0%,False,Keenan Allen,True,30,24
2019.0,2019-09-15,2.0,2.0,27.141,LAC,DET,L 10-13,True,15,8,98,12.25,0,53.3%,6.53,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,91%,0,0%,0,0%,True,Keenan Allen,False,10,13
2019.0,2019-09-22,3.0,3.0,27.148,LAC,HOU,L 20-27,True,17,13,183,14.08,2,76.5%,10.76,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,91%,0,0%,0,0%,False,Keenan Allen,False,20,27
2019.0,2019-09-29,4.0,4.0,27.155,LAC,MIA,W 30-10,True,5,5,48,9.60,0,100.0%,9.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,84%,0,0%,0,0%,True,Keenan Allen,True,30,10
2019.0,2019-10-06,5.0,5.0,27.162,LAC,DEN,L 13-20,True,6,4,18,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,99%,0,0%,0,0%,False,Keenan Allen,False,13,20
2019.0,2019-10-13,6.0,6.0,27.169,LAC,PIT,L 17-24,True,6,2,33,16.50,0,33.3%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,97%,0,0%,0,0%,False,Keenan Allen,False,17,24
2019.0,2019-10-20,7.0,7.0,27.176,LAC,TEN,L 20-23,True,11,4,61,15.25,0,36.4%,5.55,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,94%,0,0%,0,0%,True,Keenan Allen,False,20,23
2019.0,2019-10-27,8.0,8.0,27.183,LAC,CHI,W 17-16,True,10,7,53,7.57,0,70.0%,5.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,69%,0,0%,0,0%,True,Keenan Allen,True,17,16
2019.0,2019-11-03,9.0,9.0,27.19,LAC,GNB,W 26-11,True,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,87%,0,0%,2,8%,False,Keenan Allen,True,26,11
