Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2014,2014-10-16,7,7,29.023,NYJ,@,NWE,L 25-27,False,13,61,4.69,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,35,40%,0,0%,0,0%,True,Chris Johnson
2014,2014-10-26,8,8,29.033,NYJ,,BUF,L 23-43,False,3,7,2.33,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,16,19%,0,0%,0,0%,False,Chris Johnson
2014,2014-11-02,9,9,29.040,NYJ,@,KAN,L 10-24,False,11,69,6.27,0,3,2,32,16.00,0,66.7%,10.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,26,38%,0,0%,0,0%,True,Chris Johnson
2014,2014-11-09,10,10,29.047,NYJ,,PIT,W 20-13,True,7,23,3.29,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,16,27%,0,0%,0,0%,False,Chris Johnson
2014,2014-11-24,11,12,29.062,NYJ,@,BUF,L 3-38,False,7,40,5.71,0,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,32,55%,0,0%,0,0%,True,Chris Johnson
2014,2014-12-01,12,13,29.069,NYJ,,MIA,L 13-16,False,17,105,6.18,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,23,36%,0,0%,0,0%,False,Chris Johnson
2014,2014-12-07,13,14,29.075,NYJ,@,MIN,L 24-30,False,16,53,3.31,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,33,42%,0,0%,0,0%,True,Chris Johnson
2014,2014-12-14,14,15,29.082,NYJ,@,TEN,W 16-11,True,10,55,5.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,22,34%,0,0%,0,0%,True,Chris Johnson
2014,2014-12-21,15,16,29.089,NYJ,,NWE,L 16-17,True,10,30,3.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,25,40%,0,0%,0,0%,False,Chris Johnson
2014,2014-12-28,16,17,29.096,NYJ,@,MIA,W 37-24,False,10,20,2.00,0,2,1,-3,-3.00,0,50.0%,-1.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,28,45%,0,0%,0,0%,True,Chris Johnson
2015,2015-09-13,1,1,29.355,ARI,,NOR,W 31-19,False,10,37,3.70,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,18,29%,0,0%,0,0%,False,Chris Johnson
2015,2015-09-20,2,2,29.362,ARI,@,CHI,W 48-23,True,20,72,3.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,34,58%,0,0%,0,0%,True,Chris Johnson
2015,2015-09-27,3,3,30.004,ARI,,SFO,W 47-7,True,22,110,5.00,2,2,1,40,40.00,0,50.0%,20.00,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,36,49%,0,0%,0,0%,False,Chris Johnson
2015,2015-10-04,4,4,30.011,ARI,,STL,L 22-24,True,16,83,5.19,0,3,3,11,3.67,0,100.0%,3.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,38,51%,0,0%,0,0%,False,Chris Johnson
2015,2015-10-11,5,5,30.018,ARI,@,DET,W 42-17,True,11,103,9.36,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,17,37%,0,0%,0,0%,True,Chris Johnson
2015,2015-10-18,6,6,30.025,ARI,@,PIT,L 13-25,False,14,40,2.86,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,39,54%,0,0%,0,0%,True,Chris Johnson
2015,2015-10-26,7,7,30.033,ARI,,BAL,W 26-18,True,18,122,6.78,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,27,44%,0,0%,0,0%,False,Chris Johnson
2015,2015-11-01,8,8,30.039,ARI,@,CLE,W 34-20,True,30,109,3.63,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,2,2,0,0,0,0,51,63%,0,0%,0,0%,True,Chris Johnson
2015,2015-11-15,9,10,30.053,ARI,@,SEA,W 39-32,True,25,58,2.32,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,49,55%,0,0%,0,0%,True,Chris Johnson
2015,2015-11-22,10,11,30.060,ARI,,CIN,W 34-31,True,18,63,3.50,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,34,56%,0,0%,0,0%,False,Chris Johnson
2015,2015-11-29,11,12,30.067,ARI,@,SFO,W 19-13,True,12,17,1.42,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,23,28%,0,0%,0,0%,True,Chris Johnson
2015,2015-12-06,12,13,,ARI,@,STL,W 27-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Johnson
2015,2015-12-10,13,14,,ARI,,MIN,W 23-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Johnson
2015,2015-12-20,14,15,,ARI,@,PHI,W 40-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Johnson
2015,2015-12-27,15,16,,ARI,,GNB,W 38-8,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Johnson
2015,2016-01-03,16,17,,ARI,,SEA,L 6-36,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Johnson
2016,2016-09-11,1,1,30.354,ARI,,NWE,L 21-23,False,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,False,Chris Johnson
2016,2016-09-18,2,2,30.361,ARI,,TAM,W 40-7,False,16,54,3.38,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,21,32%,0,0%,0,0%,False,Chris Johnson
2016,2016-09-25,3,3,31.002,ARI,@,BUF,L 18-33,False,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,3,4%,0,0%,0,0%,True,Chris Johnson
2016,2016-10-02,4,4,31.009,ARI,,LAR,L 13-17,False,6,34,5.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,16,21%,0,0%,0,0%,False,Chris Johnson
2016,2016-10-06,5,5,,ARI,@,SFO,W 33-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Johnson
2016,2016-10-17,6,6,,ARI,,NYJ,W 28-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Johnson
2016,2016-10-23,7,7,,ARI,,SEA,T 6-6,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Johnson
2016,2016-10-30,8,8,,ARI,@,CAR,L 20-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Johnson
2016,2016-11-13,9,10,,ARI,,SFO,W 23-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Johnson
2016,2016-11-20,10,11,,ARI,@,MIN,L 24-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Johnson
2016,2016-11-27,11,12,,ARI,@,ATL,L 19-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Johnson
2016,2016-12-04,12,13,,ARI,,WAS,W 31-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Johnson
2016,2016-12-11,13,14,,ARI,@,MIA,L 23-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Johnson
2016,2016-12-18,14,15,,ARI,,NOR,L 41-48,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Johnson
2016,2016-12-24,15,16,,ARI,@,SEA,W 34-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Johnson
2016,2017-01-01,16,17,,ARI,@,LAR,W 44-6,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Johnson
2017,2017-09-17,2,2,31.359,ARI,@,IND,W 16-13,False,11,44,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,17,26%,0,0%,0,0%,True,Chris Johnson
2017,2017-09-25,3,3,32.002,ARI,,DAL,L 17-28,True,12,17,1.42,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,31,38%,0,0%,0,0%,False,Chris Johnson
2017,2017-10-01,4,4,32.008,ARI,,SFO,W 18-15,True,13,32,2.46,0,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,35,41%,0,0%,0,0%,False,Chris Johnson
2017,2017-10-08,5,5,32.015,ARI,@,PHI,L 7-34,True,9,21,2.33,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,24,40%,0,0%,0,0%,True,Chris Johnson
,130 Games,,,,,,,65-65-0,False,2163,9651,4.46,55,424,307,2255,7.35,9,72.4%,5.32,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,17,17.00,0,1,64,386,21,16,0,5,0,0,,,,,,,False,Chris Johnson
