Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-09-08,1.0,1.0,27.217,NWE,PIT,W 33-3,False,7,5,56,11.20,0,71.4%,8.00,4,26,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,33,47%,0,0%,2,8%,False,James White,True,33,3
2019.0,2019-09-15,2.0,2.0,27.224,NWE,MIA,W 43-0,False,4,3,19,6.33,1,75.0%,4.75,3,10,3.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,22,31%,0,0%,1,4%,True,James White,True,43,0
2019.0,2019-09-22,3.0,3.0,,NWE,NYJ,W 30-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James White,True,30,14
2019.0,2019-09-29,4.0,4.0,27.238,NWE,BUF,W 16-10,False,10,8,57,7.13,0,80.0%,5.70,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,33,52%,0,0%,1,4%,True,James White,True,16,10
2019.0,2019-10-06,5.0,5.0,27.245,NWE,WAS,W 33-7,False,9,6,46,7.67,0,66.7%,5.11,6,26,4.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,30,39%,0,0%,2,6%,True,James White,True,33,7
2019.0,2019-10-10,6.0,6.0,27.249,NWE,NYG,W 35-14,False,9,9,46,5.11,0,100.0%,5.11,2,-1,-0.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,31,38%,0,0%,3,12%,False,James White,True,35,14
2019.0,2019-10-21,7.0,7.0,27.26,NWE,NYJ,W 33-0,False,8,7,59,8.43,0,87.5%,7.38,5,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,44,54%,0,0%,1,4%,True,James White,True,33,0
2019.0,2019-10-27,8.0,8.0,27.266,NWE,CLE,W 27-13,False,5,4,75,18.75,0,80.0%,15.00,2,4,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,28,40%,0,0%,4,13%,False,James White,True,27,13
2019.0,2019-11-03,9.0,9.0,27.273,NWE,BAL,L 20-37,True,3,2,46,23.00,0,66.7%,15.33,9,38,4.22,1,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,28,42%,0,0%,5,17%,True,James White,False,20,37
2019.0,2019-11-17,10.0,11.0,27.287,NWE,PHI,W 17-10,False,7,4,16,4.00,0,57.1%,2.29,5,20,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,2,0,0,0,0,0,0,32,43%,0,0%,3,10%,True,James White,True,17,10
2019.0,2019-11-24,11.0,12.0,27.294,NWE,DAL,W 13-9,False,3,1,-6,-6.00,0,33.3%,-2.00,2,5,2.50,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,,0,0,0,0,0,0,0,0,21,31%,0,0%,4,14%,False,James White,True,13,9
2019.0,2019-12-01,12.0,13.0,27.301,NWE,HOU,L 22-28,False,11,8,98,12.25,2,72.7%,8.91,14,79,5.64,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,68,78%,0,0%,5,19%,True,James White,False,22,28
2019.0,2019-12-08,13.0,14.0,27.308,NWE,KAN,L 16-23,False,7,5,27,5.40,0,71.4%,3.86,6,33,5.50,0,1,1,100.00,35,0,0,118.7,0,0,35.00,35.00,1,21,21.00,0,,0,0,0,0,0,0,0,0,40,61%,0,0%,6,23%,False,James White,False,16,23
2019.0,2019-12-15,14.0,15.0,27.315,NWE,CIN,W 34-13,False,4,3,49,16.33,1,75.0%,12.25,3,13,4.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,25,38%,0,0%,4,14%,True,James White,True,34,13
2019.0,2019-12-21,15.0,16.0,27.321,NWE,BUF,W 24-17,False,5,4,24,6.00,0,80.0%,4.80,3,5,1.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,33,45%,0,0%,4,15%,False,James White,True,24,17
2019.0,2019-12-29,16.0,17.0,27.329,NWE,MIA,L 24-27,False,3,3,33,11.00,1,100.0%,11.00,2,4,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,1,1,0,0,0,0,22,36%,0,0%,6,20%,False,James White,False,24,27
2020.0,2020-09-13,1.0,1.0,28.223,NWE,MIA,W 21-11,False,3,3,30,10.00,0,100.0%,10.00,5,22,4.40,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,19,30%,0,0%,0,0%,False,James White,True,21,11
2020.0,2020-09-20,2.0,2.0,,NWE,SEA,L 30-35,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James White,False,30,35
2020.0,2020-09-27,3.0,3.0,,NWE,LVR,W 36-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James White,True,36,20
2020.0,2020-10-05,4.0,4.0,28.245,NWE,KAN,L 10-26,False,8,7,38,5.43,0,87.5%,4.75,3,21,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,40,53%,0,0%,0,0%,True,James White,False,10,26
2020.0,2020-10-18,5.0,6.0,28.258,NWE,DEN,L 12-18,False,9,8,65,8.13,0,88.9%,7.22,4,8,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,31,54%,0,0%,0,0%,False,James White,False,12,18
2020.0,2020-10-25,6.0,7.0,28.265,NWE,SFO,L 6-33,False,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,10,19%,0,0%,0,0%,False,James White,False,6,33
2020.0,2020-11-01,7.0,8.0,28.272,NWE,BUF,L 21-24,False,4,2,35,17.50,0,50.0%,8.75,2,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,31,48%,0,0%,5,20%,True,James White,False,21,24
2020.0,2020-11-09,8.0,9.0,28.28,NWE,NYJ,W 30-27,False,5,4,24,6.00,0,80.0%,4.80,2,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,1,0,0,0,0,0,21,26%,0,0%,6,22%,True,James White,True,30,27
2020.0,2020-11-15,9.0,10.0,28.286,NWE,BAL,W 23-17,False,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,10,17%,0,0%,1,4%,False,James White,True,23,17
2020.0,2020-11-22,10.0,11.0,28.293,NWE,HOU,L 20-27,False,9,6,64,10.67,0,66.7%,7.11,5,19,3.80,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,39,57%,0,0%,0,0%,True,James White,False,20,27
2020.0,2020-11-29,11.0,12.0,28.3,NWE,ARI,W 20-17,False,1,1,-1,-1.00,0,100.0%,-1.00,5,18,3.60,2,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,20,38%,0,0%,0,0%,False,James White,True,20,17
2020.0,2020-12-06,12.0,13.0,28.307,NWE,LAC,W 45-0,False,4,3,1,0.33,0,75.0%,0.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,19,28%,0,0%,0,0%,True,James White,True,45,0
2020.0,2020-12-10,13.0,14.0,28.311,NWE,LAR,L 3-24,False,2,1,2,2.00,0,50.0%,1.00,3,16,5.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,27,46%,0,0%,0,0%,True,James White,False,3,24
2020.0,2020-12-20,14.0,15.0,28.321,NWE,MIA,L 12-22,False,4,4,52,13.00,0,100.0%,13.00,2,3,1.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,1,0,0,27,49%,0,0%,0,0%,True,James White,False,12,22
2020.0,2020-12-28,15.0,16.0,28.329,NWE,BUF,L 9-38,False,3,3,23,7.67,0,100.0%,7.67,4,14,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,16,32%,0,0%,0,0%,False,James White,False,9,38
2020.0,2021-01-03,16.0,17.0,28.335,NWE,NYJ,W 28-14,False,7,4,31,7.75,1,57.1%,4.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,20,31%,0,0%,1,4%,False,James White,True,28,14
2021.0,2021-09-12,1.0,1.0,29.221,NWE,MIA,L 16-17,False,7,6,49,8.17,0,85.7%,7.00,4,12,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,28,37%,0,0%,0,0%,False,James White,False,16,17
2021.0,2021-09-19,2.0,2.0,29.228,NWE,NYJ,W 25-6,False,6,6,45,7.50,0,100.0%,7.50,5,20,4.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,29,49%,0,0%,1,4%,True,James White,True,25,6
2021.0,2021-09-26,3.0,3.0,29.235,NWE,NOR,L 13-28,False,1,0,0,,0,0.0%,0.00,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,6,8%,0,0%,0,0%,False,James White,False,13,28
2021.0,2021-10-03,4.0,4.0,,NWE,TAM,L 17-19,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,James White,False,17,19
2021.0,2021-10-10,5.0,5.0,,NWE,HOU,W 25-22,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,James White,True,25,22
2021.0,2021-10-17,6.0,6.0,,NWE,DAL,L 29-35,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,James White,False,29,35
2021.0,2021-10-24,7.0,7.0,,NWE,NYJ,W 54-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,James White,True,54,13
2021.0,2021-10-31,8.0,8.0,,NWE,LAC,W 27-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,James White,True,27,24
2021.0,2021-11-07,9.0,9.0,,NWE,CAR,W 24-6,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,James White,True,24,6
2021.0,2021-11-14,10.0,10.0,,NWE,CLE,W 45-7,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,James White,True,45,7
2021.0,2021-11-18,11.0,11.0,,NWE,ATL,W 25-0,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,James White,True,25,0
2021.0,2021-11-28,12.0,12.0,,NWE,TEN,W 36-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,James White,True,36,13
2021.0,2021-12-06,13.0,13.0,,NWE,BUF,W 14-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,James White,True,14,10
2021.0,2021-12-18,14.0,15.0,,NWE,IND,L 17-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,James White,False,17,27
2021.0,2021-12-26,15.0,16.0,,NWE,BUF,L 21-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,James White,False,21,33
2021.0,2022-01-02,16.0,17.0,,NWE,JAX,W 50-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,James White,True,50,10
2021.0,2022-01-09,17.0,18.0,,NWE,MIA,L 24-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,James White,False,24,33
,95 Games,,,,,,65-30-0,False,511,381,3278,8.60,25,74.6%,6.41,319,1278,4.01,11,1,1,100.00,35,0,0,118.7,0,0,35.00,35.00,4,69,17.25,0,1,36,218,2,1,0,3,0,0,,,,,,,False,James White,False,30,0
