Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2011.0,2012-01-01,16.0,17.0,,SFO,STL,W 34-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Delanie Walker,True,34,27
2012.0,2012-09-09,1.0,1.0,28.028,SFO,GNB,W 30-22,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,33,50%,0,0%,10,34%,True,Delanie Walker,True,30,22
2012.0,2012-09-16,2.0,2.0,28.035,SFO,DET,W 27-19,False,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,55%,0,0%,12,41%,False,Delanie Walker,True,27,19
2012.0,2012-09-23,3.0,3.0,28.042,SFO,MIN,L 13-24,False,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,41%,0,0%,8,35%,True,Delanie Walker,False,13,24
2012.0,2012-09-30,4.0,4.0,28.049,SFO,NYJ,W 34-0,True,4,2,31,15.50,0,50.0%,7.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,57%,0,0%,7,26%,True,Delanie Walker,True,34,0
2012.0,2012-10-07,5.0,5.0,28.056,SFO,BUF,W 45-3,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,58%,0,0%,10,37%,False,Delanie Walker,True,45,3
2012.0,2012-10-14,6.0,6.0,28.063,SFO,NYG,L 3-26,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,34%,0,0%,2,7%,False,Delanie Walker,False,3,26
2012.0,2012-10-18,7.0,7.0,28.067,SFO,SEA,W 13-6,True,1,1,12,12.00,1,100.0%,12.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,40,69%,0,0%,7,30%,False,Delanie Walker,True,13,6
2012.0,2012-10-29,8.0,8.0,28.078,SFO,ARI,W 24-3,False,3,2,38,19.00,0,66.7%,12.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,65%,0,0%,6,25%,True,Delanie Walker,True,24,3
2012.0,2012-11-11,9.0,10.0,28.091,SFO,STL,T 24-24,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,41%,0,0%,8,24%,False,Delanie Walker,False,24,24
2012.0,2012-11-19,10.0,11.0,28.099,SFO,CHI,W 32-7,False,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,34,62%,0,0%,9,35%,False,Delanie Walker,True,32,7
2012.0,2012-11-25,11.0,12.0,28.105,SFO,NOR,W 31-21,False,3,3,81,27.00,0,100.0%,27.00,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,31,52%,0,0%,10,34%,True,Delanie Walker,True,31,21
2012.0,2012-12-02,12.0,13.0,28.112,SFO,STL,L 13-16,False,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,51%,0,0%,0,0%,True,Delanie Walker,False,13,16
2012.0,2012-12-09,13.0,14.0,28.119,SFO,MIA,W 27-13,True,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,70%,0,0%,4,17%,False,Delanie Walker,True,27,13
2012.0,2012-12-16,14.0,15.0,28.126,SFO,NWE,W 41-34,False,2,2,34,17.00,1,100.0%,17.00,0,0,,0,2,21,10.50,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,48,71%,0,0%,14,36%,True,Delanie Walker,True,41,34
2012.0,2012-12-23,15.0,16.0,28.133,SFO,SEA,L 13-42,False,7,4,54,13.50,1,57.1%,7.71,0,0,,0,1,4,4.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,44,77%,0,0%,11,44%,True,Delanie Walker,False,13,42
2012.0,2012-12-30,16.0,17.0,28.14,SFO,ARI,W 27-13,True,4,2,50,25.00,0,50.0%,12.50,0,0,,0,1,3,3.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,61%,0,0%,10,33%,False,Delanie Walker,True,27,13
2013.0,2013-09-08,1.0,1.0,29.027,TEN,PIT,W 16-9,False,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,51,76%,0,0%,0,0%,True,Delanie Walker,True,16,9
2013.0,2013-09-15,2.0,2.0,29.034,TEN,HOU,L 24-30,False,2,1,10,10.00,1,50.0%,5.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,59,84%,0,0%,0,0%,True,Delanie Walker,False,24,30
2013.0,2013-09-22,3.0,3.0,29.041,TEN,SDG,W 20-17,True,8,5,49,9.80,0,62.5%,6.13,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,80%,0,0%,0,0%,False,Delanie Walker,True,20,17
2013.0,2013-09-29,4.0,4.0,29.048,TEN,NYJ,W 38-13,False,4,3,14,4.67,1,75.0%,3.50,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,46,69%,0,0%,0,0%,False,Delanie Walker,True,38,13
2013.0,2013-10-06,5.0,5.0,29.055,TEN,KAN,L 17-26,True,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,96%,0,0%,0,0%,False,Delanie Walker,False,17,26
2013.0,2013-10-13,6.0,6.0,29.062,TEN,SEA,L 13-20,True,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,81%,0,0%,3,12%,True,Delanie Walker,False,13,20
2013.0,2013-10-20,7.0,7.0,29.069,TEN,SFO,L 17-31,True,5,3,52,17.33,1,60.0%,10.40,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,93%,0,0%,0,0%,False,Delanie Walker,False,17,31
2013.0,2013-11-03,8.0,9.0,29.083,TEN,STL,W 28-21,False,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,47%,0,0%,4,15%,True,Delanie Walker,True,28,21
2013.0,2013-11-10,9.0,10.0,29.09,TEN,JAX,L 27-29,True,8,4,62,15.50,1,50.0%,7.75,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,56,77%,0,0%,0,0%,False,Delanie Walker,False,27,29
2013.0,2013-11-14,10.0,11.0,29.094,TEN,IND,L 27-30,True,10,10,91,9.10,1,100.0%,9.10,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,95%,0,0%,0,0%,False,Delanie Walker,False,27,30
2013.0,2013-11-24,11.0,12.0,29.104,TEN,OAK,W 23-19,True,9,5,46,9.20,0,55.6%,5.11,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,89%,0,0%,11,35%,True,Delanie Walker,True,23,19
2013.0,2013-12-01,12.0,13.0,29.111,TEN,IND,L 14-22,True,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,15%,0,0%,0,0%,True,Delanie Walker,False,14,22
2013.0,2013-12-08,13.0,14.0,,TEN,DEN,L 28-51,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Delanie Walker,False,28,51
2013.0,2013-12-15,14.0,15.0,29.125,TEN,ARI,L 34-37,True,11,8,53,6.63,1,72.7%,4.82,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,77,90%,0,0%,0,0%,False,Delanie Walker,False,34,37
2013.0,2013-12-22,15.0,16.0,29.132,TEN,JAX,W 20-16,True,7,4,35,8.75,0,57.1%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,70%,0,0%,0,0%,True,Delanie Walker,True,20,16
2013.0,2013-12-29,16.0,17.0,29.139,TEN,HOU,W 16-10,True,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,61%,0,0%,1,4%,False,Delanie Walker,True,16,10
2014.0,2014-09-07,1.0,1.0,30.026,TEN,KAN,W 26-10,True,4,3,37,12.33,1,75.0%,9.25,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,61,77%,0,0%,1,3%,True,Delanie Walker,True,26,10
2014.0,2014-09-14,2.0,2.0,30.033,TEN,DAL,L 10-26,True,14,10,142,14.20,1,71.4%,10.14,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,40,82%,0,0%,1,4%,False,Delanie Walker,False,10,26
2014.0,2014-09-21,3.0,3.0,30.04,TEN,CIN,L 7-33,True,7,4,54,13.50,0,57.1%,7.71,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,43,62%,0,0%,1,4%,True,Delanie Walker,False,7,33
2014.0,2014-09-28,4.0,4.0,30.047,TEN,IND,L 17-41,True,7,5,84,16.80,1,71.4%,12.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,37,77%,0,0%,0,0%,True,Delanie Walker,False,17,41
2014.0,2014-10-05,5.0,5.0,30.054,TEN,CLE,L 28-29,True,4,4,47,11.75,0,100.0%,11.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,85%,0,0%,0,0%,False,Delanie Walker,False,28,29
2014.0,2014-10-12,6.0,6.0,30.061,TEN,JAX,W 16-14,True,8,3,57,19.00,0,37.5%,7.13,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,52,90%,0,0%,0,0%,False,Delanie Walker,True,16,14
2014.0,2014-10-19,7.0,7.0,30.068,TEN,WAS,L 17-19,True,5,2,17,8.50,0,40.0%,3.40,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,88%,0,0%,0,0%,True,Delanie Walker,False,17,19
2014.0,2014-10-26,8.0,8.0,30.075,TEN,HOU,L 16-30,False,9,4,37,9.25,1,44.4%,4.11,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,95%,0,0%,0,0%,False,Delanie Walker,False,16,30
2014.0,2014-11-09,9.0,10.0,30.089,TEN,BAL,L 7-21,True,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,53%,0,0%,0,0%,True,Delanie Walker,False,7,21
2014.0,2014-11-17,10.0,11.0,,TEN,PIT,L 24-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Delanie Walker,False,24,27
2014.0,2014-11-23,11.0,12.0,30.103,TEN,PHI,L 24-43,True,9,5,155,31.00,0,55.6%,17.22,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,74%,0,0%,0,0%,True,Delanie Walker,False,24,43
2014.0,2014-11-30,12.0,13.0,30.11,TEN,HOU,L 21-45,True,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,87%,0,0%,0,0%,True,Delanie Walker,False,21,45
2014.0,2014-12-07,13.0,14.0,30.117,TEN,NYG,L 7-36,True,10,4,27,6.75,0,40.0%,2.70,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,97%,0,0%,0,0%,False,Delanie Walker,False,7,36
2014.0,2014-12-14,14.0,15.0,30.124,TEN,NYJ,L 11-16,True,5,4,93,23.25,0,80.0%,18.60,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,91%,0,0%,2,7%,False,Delanie Walker,False,11,16
2014.0,2014-12-18,15.0,16.0,30.128,TEN,JAX,L 13-21,True,6,4,54,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,96%,0,0%,0,0%,True,Delanie Walker,False,13,21
2014.0,2014-12-28,16.0,17.0,30.138,TEN,IND,L 10-27,True,10,7,43,6.14,0,70.0%,4.30,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,58,97%,0,0%,0,0%,False,Delanie Walker,False,10,27
2015.0,2015-09-13,1.0,1.0,31.032,TEN,TAM,W 42-14,True,3,3,43,14.33,1,100.0%,14.33,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,34,61%,0,0%,0,0%,True,Delanie Walker,True,42,14
2015.0,2015-09-20,2.0,2.0,,TEN,CLE,L 14-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Delanie Walker,False,14,28
2015.0,2015-09-27,3.0,3.0,31.046,TEN,IND,L 33-35,True,10,7,68,9.71,0,70.0%,6.80,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,52%,0,0%,0,0%,False,Delanie Walker,False,33,35
2015.0,2015-10-11,4.0,5.0,31.06,TEN,BUF,L 13-14,True,6,4,36,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,71%,0,0%,0,0%,False,Delanie Walker,False,13,14
2015.0,2015-10-18,5.0,6.0,31.067,TEN,MIA,L 10-38,False,10,8,97,12.13,0,80.0%,9.70,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,74%,0,0%,0,0%,False,Delanie Walker,False,10,38
2015.0,2015-10-25,6.0,7.0,31.074,TEN,ATL,L 7-10,True,9,7,55,7.86,0,77.8%,6.11,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,72%,0,0%,0,0%,False,Delanie Walker,False,7,10
2015.0,2015-11-01,7.0,8.0,31.081,TEN,HOU,L 6-20,False,6,6,62,10.33,0,100.0%,10.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,63%,0,0%,0,0%,True,Delanie Walker,False,6,20
2015.0,2015-11-08,8.0,9.0,31.088,TEN,NOR,W 34-28,False,8,7,95,13.57,2,87.5%,11.88,0,0,,0,0,0,,0,1,2,14,0.0,0,0,0,0,0,0,0,0,0,0,0,47,66%,0,0%,0,0%,True,Delanie Walker,True,34,28
2015.0,2015-11-15,9.0,10.0,31.095,TEN,CAR,L 10-27,True,4,3,52,17.33,0,75.0%,13.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,74%,0,0%,0,0%,False,Delanie Walker,False,10,27
2015.0,2015-11-19,10.0,11.0,31.099,TEN,JAX,L 13-19,True,10,8,109,13.63,0,80.0%,10.90,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,77%,0,0%,0,0%,True,Delanie Walker,False,13,19
2015.0,2015-11-29,11.0,12.0,31.109,TEN,OAK,L 21-24,True,8,6,91,15.17,0,75.0%,11.38,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,81%,0,0%,0,0%,False,Delanie Walker,False,21,24
2015.0,2015-12-06,12.0,13.0,31.116,TEN,JAX,W 42-39,False,12,8,92,11.50,1,66.7%,7.67,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,73%,0,0%,0,0%,False,Delanie Walker,True,42,39
2015.0,2015-12-13,13.0,14.0,31.123,TEN,NYJ,L 8-30,True,13,7,71,10.14,0,53.8%,5.46,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,79%,0,0%,0,0%,True,Delanie Walker,False,8,30
2015.0,2015-12-20,14.0,15.0,31.13,TEN,NWE,L 16-33,True,5,2,64,32.00,2,40.0%,12.80,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,50,81%,0,0%,0,0%,True,Delanie Walker,False,16,33
2015.0,2015-12-27,15.0,16.0,31.137,TEN,HOU,L 6-34,False,15,9,59,6.56,0,60.0%,3.93,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,89%,0,0%,0,0%,False,Delanie Walker,False,6,34
2015.0,2016-01-03,16.0,17.0,31.144,TEN,IND,L 24-30,True,14,9,94,10.44,0,64.3%,6.71,1,36,36.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,71%,0,0%,0,0%,True,Delanie Walker,False,24,30
2016.0,2016-09-11,1.0,1.0,32.03,TEN,MIN,L 16-25,True,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,81%,0,0%,0,0%,False,Delanie Walker,False,16,25
2016.0,2016-09-18,2.0,2.0,32.037,TEN,DET,W 16-15,False,6,6,83,13.83,1,100.0%,13.83,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,52,78%,0,0%,0,0%,True,Delanie Walker,True,16,15
2016.0,2016-09-25,3.0,3.0,,TEN,OAK,L 10-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Delanie Walker,False,10,17
2016.0,2016-10-02,4.0,4.0,32.051,TEN,HOU,L 20-27,True,8,2,34,17.00,0,25.0%,4.25,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,54%,0,0%,0,0%,True,Delanie Walker,False,20,27
2016.0,2016-10-09,5.0,5.0,32.058,TEN,MIA,W 30-17,True,8,5,66,13.20,1,62.5%,8.25,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,43,58%,0,0%,0,0%,True,Delanie Walker,True,30,17
2016.0,2016-10-16,6.0,6.0,32.065,TEN,CLE,W 28-26,True,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,69%,0,0%,0,0%,False,Delanie Walker,True,28,26
2016.0,2016-10-23,7.0,7.0,32.072,TEN,IND,L 26-34,True,8,7,84,12.00,1,87.5%,10.50,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,74%,0,0%,0,0%,False,Delanie Walker,False,26,34
2016.0,2016-10-27,8.0,8.0,32.076,TEN,JAX,W 36-22,True,5,4,75,18.75,0,80.0%,15.00,1,3,3.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,63%,0,0%,0,0%,False,Delanie Walker,True,36,22
2016.0,2016-11-06,9.0,9.0,32.086,TEN,SDG,L 35-43,True,9,5,42,8.40,1,55.6%,4.67,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,52,80%,0,0%,0,0%,True,Delanie Walker,False,35,43
2016.0,2016-11-13,10.0,10.0,32.093,TEN,GNB,W 47-25,False,11,9,124,13.78,1,81.8%,11.27,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,49,82%,0,0%,0,0%,False,Delanie Walker,True,47,25
2016.0,2016-11-20,11.0,11.0,32.1,TEN,IND,L 17-24,True,6,4,36,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,75%,0,0%,0,0%,True,Delanie Walker,False,17,24
2016.0,2016-11-27,12.0,12.0,32.107,TEN,CHI,W 27-21,False,4,3,50,16.67,1,75.0%,12.50,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,47,81%,0,0%,2,8%,True,Delanie Walker,True,27,21
2016.0,2016-12-11,13.0,14.0,32.121,TEN,DEN,W 13-10,True,7,2,30,15.00,0,28.6%,4.29,1,8,8.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,69%,0,0%,0,0%,False,Delanie Walker,True,13,10
2016.0,2016-12-18,14.0,15.0,32.128,TEN,KAN,W 19-17,False,7,6,55,9.17,0,85.7%,7.86,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,70%,0,0%,0,0%,True,Delanie Walker,True,19,17
2016.0,2016-12-24,15.0,16.0,32.134,TEN,JAX,L 17-38,True,8,3,23,7.67,1,37.5%,2.88,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,82%,0,0%,0,0%,True,Delanie Walker,False,17,38
2016.0,2017-01-01,16.0,17.0,32.142,TEN,HOU,W 24-17,False,8,5,35,7.00,0,62.5%,4.38,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,56%,0,0%,1,4%,False,Delanie Walker,True,24,17
2017.0,2017-09-10,1.0,1.0,33.029,TEN,OAK,L 16-26,True,9,7,76,10.86,0,77.8%,8.44,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,83%,0,0%,0,0%,False,Delanie Walker,False,16,26
2017.0,2017-09-17,2.0,2.0,33.036,TEN,JAX,W 37-16,False,4,4,61,15.25,0,100.0%,15.25,1,1,1.00,1,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,56,82%,0,0%,2,7%,True,Delanie Walker,True,37,16
2017.0,2017-09-24,3.0,3.0,33.043,TEN,SEA,W 33-27,True,6,4,31,7.75,0,66.7%,5.17,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,68%,0,0%,1,3%,False,Delanie Walker,True,33,27
2017.0,2017-10-01,4.0,4.0,33.05,TEN,HOU,L 14-57,True,7,3,51,17.00,0,42.9%,7.29,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,76%,0,0%,0,0%,True,Delanie Walker,False,14,57
2017.0,2017-10-08,5.0,5.0,33.057,TEN,MIA,L 10-16,True,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,78%,0,0%,0,0%,True,Delanie Walker,False,10,16
2017.0,2017-10-16,6.0,6.0,33.065,TEN,IND,W 36-22,True,8,4,17,4.25,0,50.0%,2.13,1,-3,-3.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,63%,0,0%,0,0%,False,Delanie Walker,True,36,22
2017.0,2017-10-22,7.0,7.0,33.071,TEN,CLE,W 12-9,True,10,7,63,9.00,0,70.0%,6.30,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,38,53%,0,0%,0,0%,True,Delanie Walker,True,12,9
2017.0,2017-11-05,8.0,9.0,33.085,TEN,BAL,W 23-20,False,5,5,71,14.20,0,100.0%,14.20,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,62%,0,0%,1,3%,False,Delanie Walker,True,23,20
2017.0,2017-11-12,9.0,10.0,33.092,TEN,CIN,W 24-20,True,9,6,63,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,74%,0,0%,0,0%,False,Delanie Walker,True,24,20
2017.0,2017-11-16,10.0,11.0,33.096,TEN,PIT,L 17-40,True,9,6,92,15.33,0,66.7%,10.22,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,72%,0,0%,0,0%,True,Delanie Walker,False,17,40
2017.0,2017-11-26,11.0,12.0,33.106,TEN,IND,W 20-16,False,5,4,63,15.75,1,80.0%,12.60,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,43,74%,0,0%,0,0%,True,Delanie Walker,True,20,16
2017.0,2017-12-03,12.0,13.0,33.113,TEN,HOU,W 24-13,True,5,5,63,12.60,1,100.0%,12.60,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,35,65%,0,0%,0,0%,False,Delanie Walker,True,24,13
2017.0,2017-12-10,13.0,14.0,33.12,TEN,ARI,L 7-12,True,9,5,42,8.40,0,55.6%,4.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,83%,0,0%,0,0%,True,Delanie Walker,False,7,12
2017.0,2017-12-17,14.0,15.0,33.127,TEN,SFO,L 23-25,True,10,5,37,7.40,1,50.0%,3.70,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,55,87%,0,0%,0,0%,True,Delanie Walker,False,23,25
2017.0,2017-12-24,15.0,16.0,33.134,TEN,LAR,L 23-27,False,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,90%,0,0%,0,0%,False,Delanie Walker,False,23,27
